instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
1841.0,2.0,0.4285714285714285,0.4394,0.54,0.3508875044081345,29.0,95.0,124.0,faible,occasionnel,69070,residentiel,1,4,7,3,0,1,1
1842.0,1.0,0.4285714285714285,0.4394,0.51,0.3860350299753144,22.0,64.0,86.0,faible,frequent,36469,commercial,2,2,91,3,0,0,0
1843.0,1.0,0.4489795918367347,0.4545,0.47,0.298224991183731,35.0,86.0,121.0,faible,frequent,31860,commercial,5,7,73,1,0,0,0
1844.0,1.0,0.4897959183673469,0.4848,0.45,0.2631950158692841,21.0,85.0,106.0,faible,frequent,20089,commercial,1,1,7,3,0,0,0
1845.0,1.0,0.4897959183673469,0.4848,0.42,0.3860350299753144,30.0,71.0,101.0,faible,occasionnel,90069,commercial,2,2,6,2,0,1,0
1846.0,1.0,0.4897959183673469,0.4848,0.42,0.2631950158692841,55.0,79.0,134.0,moyen,occasionnel,72323,residentiel,1,6,37,5,1,1,1
1846.0,1.0,0.4897959183673469,0.4848,0.42,0.1228400141060303,40.0,125.0,165.0,faible,occasionnel,38154,commercial,5,2,66,7,0,1,0
1848.0,1.0,0.4897959183673469,0.4848,0.42,0.1228400141060303,42.0,265.0,307.0,élevé,frequent,47565,commercial,5,10,89,3,2,0,0
1849.0,1.0,0.4693877551020408,0.4697,0.44,0.1053250264488068,41.0,271.0,307.0,moyen,occasionnel,82430,residentiel,5,7,53,10,1,1,1
1850.0,2.0,0.4285714285714285,0.4697,0.54,0.298224991183731,22.0,142.0,164.0,faible,frequent,71782,commercial,3,1,42,6,0,0,0
1851.0,2.0,0.4285714285714285,0.4394,0.54,0.4210650052897614,19.0,116.0,135.0,faible,occasionnel,57237,commercial,2,8,96,3,0,1,0
1852.0,2.0,0.4081632653061224,0.4242,0.54,0.333372516750911,24.0,63.0,87.0,moyen,occasionnel,92177,commercial,4,8,13,9,1,1,0
1852.0,2.0,0.3877551020408163,0.4091,0.58,0.298224991183731,13.0,57.0,70.0,élevé,frequent,86103,commercial,2,3,17,4,2,0,0
1854.0,2.0,0.3877551020408163,0.4091,0.58,0.298224991183731,4.0,28.0,32.0,faible,frequent,21358,residentiel,2,4,72,2,0,0,1
1855.0,3.0,0.3469387755102041,0.3485,0.71,0.2631950158692841,3.0,8.0,11.0,élevé,occasionnel,35118,commercial,2,6,47,4,2,1,0
1856.0,3.0,0.326530612244898,0.3182,0.76,0.2631950158692841,0.0,7.0,7.0,moyen,frequent,90459,commercial,4,4,72,6,1,0,0
1857.0,3.0,0.326530612244898,0.3182,0.76,0.2631950158692841,1.0,1.0,2.0,moyen,frequent,49899,commercial,2,1,82,8,1,0,0
1858.0,2.0,0.326530612244898,0.3182,0.76,0.298224991183731,0.0,3.0,3.0,élevé,occasionnel,57999,residentiel,2,9,68,9,2,1,1
1858.0,3.0,0.3061224489795918,0.3182,0.87,0.2280474903021041,0.0,10.0,10.0,faible,occasionnel,55025,commercial,2,9,2,5,0,1,0
1860.0,2.0,0.326530612244898,0.3182,0.87,0.298224991183731,1.0,43.0,44.0,faible,frequent,35709,commercial,5,9,47,6,0,0,0
1861.0,2.0,0.3061224489795918,0.303,0.93,0.2631950158692841,7.0,111.0,118.0,élevé,frequent,46110,commercial,5,2,98,3,2,0,0
1862.0,2.0,0.3061224489795918,0.3182,0.93,0.2280474903021041,14.0,247.0,261.0,faible,occasionnel,94431,residentiel,3,3,16,10,0,1,1
1863.0,2.0,0.3061224489795918,0.303,0.81,0.298224991183731,8.0,174.0,182.0,élevé,frequent,36351,commercial,5,7,6,9,2,0,0
1864.0,2.0,0.326530612244898,0.3182,0.81,0.333372516750911,15.0,60.0,75.0,faible,frequent,43439,commercial,1,4,61,3,0,0,0
1865.0,2.0,0.326530612244898,0.3333,0.87,0.2280474903021041,18.0,53.0,71.0,faible,occasionnel,79988,commercial,2,8,16,5,0,1,0
1866.0,2.0,0.326530612244898,0.3182,0.87,0.2631950158692841,14.0,73.0,87.0,élevé,frequent,53243,residentiel,3,8,22,7,2,0,1
1867.0,3.0,0.326530612244898,0.3333,0.87,0.1578699894204772,14.0,94.0,87.0,moyen,occasionnel,79145,commercial,4,7,21,6,1,1,0
1868.0,2.0,0.3469387755102041,0.3636,0.87,0.1228400141060303,13.0,71.0,84.0,faible,occasionnel,99135,residentiel,3,7,16,10,0,1,1
1869.0,2.0,0.3673469387755101,0.3939,0.82,0.2631950158692841,11.0,74.0,85.0,moyen,occasionnel,73701,commercial,2,8,90,4,1,1,0
1870.0,2.0,0.3877551020408163,0.4091,0.76,0.2631950158692841,13.0,123.0,136.0,faible,occasionnel,38418,commercial,5,4,47,5,0,1,0
1871.0,2.0,0.3877551020408163,0.4091,0.76,0.2631950158692841,28.0,245.0,273.0,moyen,frequent,60946,commercial,1,7,19,2,1,0,0
1872.0,3.0,0.3673469387755101,0.3939,0.82,0.298224991183731,20.0,218.0,238.0,élevé,frequent,61410,commercial,1,4,84,1,2,0,0
1872.0,3.0,0.3673469387755101,0.3939,0.82,0.298224991183731,12.0,147.0,159.0,faible,frequent,59447,residentiel,2,2,48,5,0,0,1
1874.0,3.0,0.3469387755102041,0.303,0.87,0.7544375220406725,3.0,72.0,75.0,moyen,frequent,44639,commercial,5,1,79,8,1,0,0
1875.0,3.0,0.3061224489795918,0.2879,1.0,0.4912425061713882,0.0,22.0,22.0,moyen,occasionnel,21772,commercial,5,7,84,2,1,1,0
1876.0,2.0,0.3061224489795918,0.3182,0.93,0.1930175149876572,6.0,38.0,44.0,faible,occasionnel,96164,residentiel,1,10,29,5,0,1,1
1877.0,3.0,0.3061224489795918,0.3333,0.9,0.0,2.0,38.0,26.0,moyen,occasionnel,45408,residentiel,4,8,79,10,1,1,1
1878.0,2.0,0.3061224489795918,0.303,0.93,0.2631950158692841,0.0,11.0,11.0,élevé,frequent,42803,commercial,5,2,98,8,2,0,0
1879.0,2.0,0.2857142857142857,0.2879,1.0,0.2631950158692841,0.0,3.0,3.0,faible,occasionnel,81946,commercial,5,4,100,2,0,1,0
1880.0,2.0,0.2857142857142857,0.2879,1.0,0.298224991183731,0.0,6.0,6.0,élevé,occasionnel,81098,commercial,1,2,72,10,2,1,0
1881.0,2.0,0.2653061224489796,0.2727,1.0,0.2280474903021041,1.0,0.0,1.0,élevé,occasionnel,57670,residentiel,4,6,98,2,2,1,1
1882.0,2.0,0.2653061224489796,0.2727,1.0,0.2280474903021041,0.0,1.0,1.0,faible,occasionnel,80710,residentiel,3,6,47,6,0,1,1
1883.0,2.0,0.2653061224489796,0.2727,0.93,0.2631950158692841,1.0,8.0,9.0,moyen,frequent,99453,residentiel,2,2,71,3,1,0,1
1884.0,2.0,0.2653061224489796,0.2727,0.93,0.2631950158692841,0.0,41.0,41.0,faible,frequent,85662,residentiel,1,9,76,7,0,0,1
1885.0,3.0,0.2448979591836735,0.2576,1.0,0.2631950158692841,2.0,106.0,108.0,moyen,occasionnel,77632,residentiel,1,2,1,3,1,1,1
1885.0,3.0,0.2448979591836735,0.2273,1.0,0.3508875044081345,4.0,120.0,124.0,faible,occasionnel,69685,commercial,2,4,28,3,0,1,0
1887.0,2.0,0.2448979591836735,0.2576,0.93,0.2631950158692841,3.0,94.0,97.0,moyen,frequent,40961,commercial,5,3,22,8,1,0,0
1888.0,2.0,0.2448979591836735,0.2273,0.93,0.3860350299753144,10.0,55.0,65.0,faible,frequent,50853,commercial,2,5,34,6,0,0,0
1889.0,2.0,0.2857142857142857,0.2727,0.81,0.3508875044081345,10.0,61.0,71.0,faible,occasionnel,53082,residentiel,1,7,12,1,0,1,1
1890.0,2.0,0.2857142857142857,0.2727,0.7,0.3860350299753144,12.0,82.0,94.0,moyen,occasionnel,80194,commercial,2,1,33,6,1,1,0
1890.0,2.0,0.3061224489795918,0.303,0.7,0.2631950158692841,11.0,90.0,101.0,moyen,occasionnel,48329,commercial,4,10,12,7,1,1,0
1892.0,2.0,0.2857142857142857,0.303,0.7,0.1578699894204772,17.0,66.0,83.0,élevé,occasionnel,40663,residentiel,2,4,46,5,2,1,1
1893.0,2.0,0.2857142857142857,0.2879,0.7,0.298224991183731,13.0,77.0,83.0,élevé,frequent,37824,commercial,3,1,53,1,2,0,0
1894.0,2.0,0.2857142857142857,0.2879,0.65,0.2631950158692841,6.0,78.0,84.0,faible,occasionnel,83148,residentiel,2,8,71,4,0,1,1
1895.0,2.0,0.2857142857142857,0.2879,0.7,0.2631950158692841,12.0,221.0,233.0,élevé,frequent,27805,commercial,2,4,57,10,2,0,0
1896.0,2.0,0.2857142857142857,0.2727,0.61,0.3508875044081345,17.0,197.0,214.0,élevé,occasionnel,69930,commercial,4,5,48,2,2,1,0
1897.0,1.0,0.2857142857142857,0.2727,0.56,0.4562125308569413,16.0,122.0,138.0,moyen,occasionnel,41481,commercial,2,7,32,9,1,1,0
1898.0,1.0,0.2653061224489796,0.2576,0.61,0.333372516750911,8.0,110.0,118.0,moyen,occasionnel,27368,commercial,2,3,8,3,1,1,0
1899.0,1.0,0.2448979591836735,0.2576,0.65,0.2631950158692841,11.0,67.0,78.0,élevé,occasionnel,47405,residentiel,2,2,87,8,2,1,1
1900.0,1.0,0.2448979591836735,0.2576,0.65,0.1930175149876572,3.0,59.0,62.0,élevé,occasionnel,80765,commercial,2,4,37,5,2,1,0
1901.0,1.0,0.2244897959183673,0.2273,0.65,0.2280474903021041,9.0,24.0,33.0,moyen,frequent,53555,commercial,3,8,66,9,1,0,0
1902.0,1.0,0.2244897959183673,0.2273,0.6,0.2280474903021041,1.0,17.0,18.0,faible,occasionnel,88315,residentiel,5,1,61,5,0,1,1
1903.0,1.0,0.1836734693877551,0.2121,0.69,0.1930175149876572,0.0,5.0,5.0,moyen,occasionnel,95917,residentiel,2,7,57,8,1,1,1
1904.0,1.0,0.1836734693877551,0.2121,0.69,0.2631950158692841,0.0,5.0,5.0,faible,frequent,48188,residentiel,2,8,48,5,0,0,1
1905.0,1.0,0.1836734693877551,0.2273,0.69,0.1228400141060303,0.0,2.0,2.0,moyen,occasionnel,24027,residentiel,5,8,74,9,1,1,1
1906.0,1.0,0.163265306122449,0.2121,0.74,0.1228400141060303,3.0,2.0,5.0,moyen,frequent,93803,residentiel,3,8,40,5,1,0,1
1907.0,1.0,0.163265306122449,0.197,0.74,0.1930175149876572,0.0,9.0,9.0,faible,frequent,78846,residentiel,5,3,42,4,0,0,1
1908.0,1.0,0.163265306122449,0.1818,0.74,0.2631950158692841,0.0,32.0,32.0,élevé,occasionnel,56898,residentiel,4,3,39,10,2,1,1
1909.0,1.0,0.1836734693877551,0.1818,0.59,0.4210650052897614,4.0,100.0,104.0,élevé,frequent,25342,commercial,3,6,10,4,2,0,0
1910.0,1.0,0.2040816326530612,0.2121,0.51,0.333372516750911,9.0,228.0,237.0,élevé,frequent,64927,residentiel,2,2,85,9,2,0,1
1911.0,1.0,0.2244897959183673,0.2121,0.48,0.3508875044081345,16.0,150.0,166.0,moyen,frequent,49682,residentiel,1,2,73,7,1,0,1
1912.0,1.0,0.2448979591836735,0.2576,0.48,0.0,15.0,53.0,68.0,moyen,frequent,47896,residentiel,3,9,10,8,1,0,1
1913.0,1.0,0.2857142857142857,0.2879,0.45,0.333372516750911,17.0,58.0,75.0,élevé,frequent,40257,residentiel,2,7,54,9,2,0,1
1914.0,1.0,0.3061224489795918,0.303,0.42,0.298224991183731,37.0,108.0,145.0,moyen,frequent,82300,commercial,2,9,53,10,1,0,0
1915.0,1.0,0.3061224489795918,0.3182,0.39,0.2280474903021041,34.0,104.0,138.0,moyen,frequent,28991,residentiel,3,3,3,2,1,0,1
1916.0,1.0,0.3469387755102041,0.3333,0.32,0.3860350299753144,30.0,103.0,133.0,faible,frequent,57059,residentiel,5,7,44,8,0,0,1
1917.0,2.0,0.326530612244898,0.3182,0.36,0.298224991183731,43.0,103.0,122.0,faible,frequent,26874,commercial,2,10,16,2,0,0,0
1918.0,2.0,0.326530612244898,0.303,0.34,0.3508875044081345,23.0,127.0,150.0,faible,frequent,30818,commercial,5,7,34,9,0,0,0
1919.0,2.0,0.3061224489795918,0.2879,0.36,0.4210650052897614,23.0,202.0,225.0,moyen,occasionnel,44331,residentiel,5,1,38,5,1,1,1
1920.0,1.0,0.2857142857142857,0.2879,0.39,0.298224991183731,8.0,190.0,198.0,faible,frequent,36105,commercial,5,8,14,6,0,0,0
1921.0,2.0,0.2857142857142857,0.2879,0.36,0.333372516750911,9.0,126.0,135.0,moyen,frequent,60944,residentiel,1,3,86,10,1,0,1
1922.0,2.0,0.2857142857142857,0.303,0.39,0.1578699894204772,6.0,75.0,81.0,faible,frequent,64181,residentiel,3,3,32,2,0,0,1
1923.0,2.0,0.2857142857142857,0.303,0.39,0.1930175149876572,11.0,64.0,75.0,moyen,frequent,50111,residentiel,1,1,18,7,1,0,1
1924.0,2.0,0.2653061224489796,0.303,0.38,0.3860350299753144,3.0,40.0,43.0,moyen,frequent,40731,commercial,4,9,5,4,1,0,0
1925.0,2.0,0.2448979591836735,0.2424,0.38,0.333372516750911,8.0,31.0,39.0,moyen,frequent,43257,commercial,1,6,52,9,1,0,0
1926.0,2.0,0.2448979591836735,0.2424,0.38,0.333372516750911,3.0,25.0,28.0,moyen,frequent,28767,commercial,4,6,9,5,1,0,0
1927.0,1.0,0.2448979591836735,0.2273,0.38,0.3508875044081345,3.0,24.0,27.0,moyen,occasionnel,58694,residentiel,2,5,39,4,1,1,1
1928.0,1.0,0.2040816326530612,0.2121,0.44,0.2631950158692841,4.0,21.0,25.0,faible,occasionnel,62457,commercial,2,3,71,1,0,1,0
1929.0,1.0,0.1836734693877551,0.197,0.47,0.2280474903021041,2.0,7.0,9.0,faible,occasionnel,30041,commercial,2,9,36,7,0,1,0
1930.0,1.0,0.2040816326530612,0.2121,0.44,0.2631950158692841,2.0,4.0,6.0,élevé,frequent,57001,commercial,4,1,83,4,2,0,0
1931.0,1.0,0.1836734693877551,0.197,0.51,0.2280474903021041,0.0,8.0,8.0,faible,frequent,62147,commercial,2,7,64,3,0,0,0
1932.0,1.0,0.163265306122449,0.1818,0.55,0.2280474903021041,2.0,8.0,10.0,faible,frequent,38725,residentiel,2,9,23,10,0,0,1
1933.0,1.0,0.1836734693877551,0.197,0.51,0.2280474903021041,18.0,23.0,41.0,moyen,occasionnel,92905,commercial,5,10,41,7,1,1,0
1934.0,1.0,0.2040816326530612,0.2273,0.44,0.1578699894204772,24.0,42.0,66.0,élevé,occasionnel,39225,residentiel,1,6,34,6,2,1,1
1935.0,1.0,0.2244897959183673,0.2273,0.41,0.1578699894204772,32.0,42.0,100.0,moyen,frequent,51236,residentiel,5,10,47,1,1,0,1
1935.0,1.0,0.2448979591836735,0.2576,0.41,0.1930175149876572,32.0,93.0,100.0,élevé,occasionnel,55186,residentiel,5,6,34,10,2,1,1
1937.0,1.0,0.2653061224489796,0.2727,0.38,0.1930175149876572,75.0,93.0,168.0,moyen,frequent,39264,residentiel,4,5,61,1,1,0,1
1938.0,1.0,0.2857142857142857,0.2879,0.36,0.2280474903021041,98.0,129.0,227.0,moyen,frequent,30671,commercial,5,6,8,7,1,0,0
1939.0,1.0,0.3061224489795918,0.2879,0.33,0.2631950158692841,94.0,145.0,239.0,faible,frequent,85853,residentiel,3,9,51,2,0,0,1
1940.0,1.0,0.326530612244898,0.3182,0.29,0.2631950158692841,93.0,123.0,216.0,faible,occasionnel,39526,residentiel,3,10,18,4,0,1,1
1941.0,1.0,0.326530612244898,0.3333,0.29,0.2280474903021041,110.0,109.0,219.0,élevé,frequent,41907,residentiel,4,3,85,4,2,0,1
1942.0,1.0,0.326530612244898,0.3333,0.23,0.2280474903021041,118.0,130.0,248.0,faible,occasionnel,80533,residentiel,2,3,42,8,0,1,1
1943.0,1.0,0.3061224489795918,0.303,0.24,0.2631950158692841,102.0,101.0,203.0,élevé,frequent,97296,commercial,3,5,19,4,2,0,0
1944.0,2.0,0.3061224489795918,0.3182,0.21,0.1930175149876572,64.0,89.0,153.0,moyen,frequent,44083,commercial,5,4,72,9,1,0,0
1945.0,2.0,0.2653061224489796,0.2727,0.45,0.298224991183731,45.0,93.0,138.0,moyen,occasionnel,22715,residentiel,1,2,82,10,1,1,1
1946.0,2.0,0.2653061224489796,0.2727,0.45,0.298224991183731,18.0,67.0,85.0,moyen,occasionnel,84525,residentiel,1,5,75,1,1,1,1
1947.0,2.0,0.2448979591836735,0.2576,0.44,0.2280474903021041,15.0,36.0,51.0,élevé,occasionnel,25549,residentiel,1,3,46,8,2,1,1
1948.0,2.0,0.2653061224489796,0.2727,0.41,0.2631950158692841,17.0,46.0,63.0,élevé,frequent,22164,commercial,5,7,47,4,2,0,0
1949.0,2.0,0.2448979591836735,0.2424,0.44,0.333372516750911,10.0,31.0,41.0,moyen,frequent,20782,commercial,1,4,59,6,1,0,0
1950.0,2.0,0.2448979591836735,0.2576,0.41,0.1930175149876572,5.0,26.0,31.0,faible,frequent,48846,residentiel,3,9,33,7,0,0,1
1951.0,2.0,0.2244897959183673,0.2273,0.52,0.2280474903021041,3.0,17.0,20.0,élevé,frequent,73210,residentiel,4,4,60,10,2,0,1
1952.0,3.0,0.2040816326530612,0.2273,0.55,0.2280474903021041,6.0,15.0,21.0,élevé,frequent,54670,commercial,1,9,74,3,2,0,0
1953.0,3.0,0.1836734693877551,0.197,0.69,0.2631950158692841,0.0,14.0,14.0,faible,occasionnel,28731,residentiel,3,8,22,3,0,1,1
1954.0,3.0,0.163265306122449,0.197,0.74,0.1930175149876572,1.0,5.0,6.0,faible,occasionnel,37785,commercial,5,8,36,9,0,1,0
1955.0,3.0,0.1428571428571428,0.1818,0.86,0.1578699894204772,0.0,2.0,2.0,élevé,frequent,29951,residentiel,3,3,10,7,2,0,1
1956.0,3.0,0.1428571428571428,0.1667,0.86,0.1930175149876572,0.0,7.0,7.0,élevé,occasionnel,45200,commercial,4,8,99,3,2,1,0
1957.0,1.0,0.1836734693877551,0.197,0.69,0.2631950158692841,6.0,8.0,14.0,faible,frequent,92735,commercial,1,8,21,5,0,0,0
1958.0,1.0,0.2040816326530612,0.2273,0.55,0.1578699894204772,17.0,37.0,54.0,faible,frequent,96867,residentiel,1,8,56,5,0,0,1
1959.0,2.0,0.2040816326530612,0.2121,0.55,0.2631950158692841,27.0,59.0,86.0,élevé,frequent,67646,residentiel,1,7,65,1,2,0,1
1960.0,2.0,0.2244897959183673,0.2424,0.48,0.1930175149876572,23.0,85.0,108.0,faible,frequent,30521,commercial,2,8,48,7,0,0,0
1961.0,2.0,0.2448979591836735,0.2576,0.44,0.2631950158692841,43.0,120.0,163.0,élevé,frequent,93790,commercial,4,7,44,6,2,0,0
1962.0,1.0,0.2857142857142857,0.2879,0.39,0.2631950158692841,47.0,100.0,163.0,faible,frequent,95578,residentiel,2,4,78,7,0,0,1
1963.0,1.0,0.3061224489795918,0.3182,0.36,0.1930175149876572,61.0,103.0,164.0,faible,frequent,21711,commercial,5,5,48,3,0,0,0
1964.0,1.0,0.3061224489795918,0.303,0.36,0.333372516750911,61.0,111.0,172.0,faible,frequent,48621,commercial,2,10,2,9,0,0,0
1965.0,1.0,0.326530612244898,0.3333,0.34,0.0,45.0,98.0,143.0,faible,occasionnel,29833,residentiel,4,1,80,8,0,1,1
1966.0,1.0,0.3061224489795918,0.303,0.31,0.298224991183731,50.0,109.0,159.0,élevé,occasionnel,94709,residentiel,1,8,56,2,2,1,1
1967.0,1.0,0.2857142857142857,0.2879,0.33,0.2280474903021041,32.0,105.0,137.0,faible,occasionnel,49372,commercial,3,3,57,10,0,1,0
1968.0,1.0,0.2857142857142857,0.2879,0.31,0.2631950158692841,23.0,80.0,103.0,faible,frequent,29200,residentiel,4,5,14,8,0,0,1
1969.0,1.0,0.2653061224489796,0.2727,0.36,0.1930175149876572,7.0,50.0,57.0,faible,frequent,63588,residentiel,3,5,78,9,0,0,1
1970.0,1.0,0.2448979591836735,0.2576,0.41,0.1930175149876572,7.0,29.0,36.0,faible,frequent,37114,commercial,3,3,71,1,0,0,0
1971.0,1.0,0.2448979591836735,0.2576,0.41,0.1930175149876572,5.0,25.0,30.0,moyen,occasionnel,67832,residentiel,4,9,76,5,1,1,1
1972.0,1.0,0.2448979591836735,0.2576,0.44,0.2280474903021041,3.0,16.0,19.0,moyen,frequent,62749,commercial,5,4,58,7,1,0,0
1973.0,1.0,0.2040816326530612,0.2273,0.55,0.2280474903021041,1.0,11.0,12.0,élevé,occasionnel,54923,commercial,1,4,53,3,2,1,0
1974.0,1.0,0.2040816326530612,0.2273,0.44,0.2280474903021041,1.0,4.0,6.0,faible,frequent,66728,residentiel,5,8,11,8,0,0,1
1975.0,1.0,0.2040816326530612,0.2273,0.44,0.1930175149876572,0.0,5.0,5.0,faible,frequent,62094,residentiel,3,4,58,7,0,0,1
1976.0,1.0,0.2040816326530612,0.2273,0.44,0.1930175149876572,0.0,2.0,2.0,faible,frequent,59238,residentiel,5,6,27,6,0,0,1
1977.0,1.0,0.163265306122449,0.1818,0.43,0.2280474903021041,0.0,8.0,8.0,élevé,occasionnel,66244,commercial,1,8,94,5,2,1,0
1978.0,1.0,0.163265306122449,0.1667,0.34,0.333372516750911,0.0,40.0,40.0,moyen,frequent,53650,residentiel,2,3,96,9,1,0,1
1979.0,1.0,0.1836734693877551,0.1818,0.32,0.3860350299753144,6.0,104.0,110.0,faible,occasionnel,47036,residentiel,4,5,17,6,0,1,1
1980.0,1.0,0.1836734693877551,0.197,0.34,0.2631950158692841,15.0,239.0,110.0,faible,frequent,99858,commercial,5,4,71,10,0,0,0
1981.0,2.0,0.2040816326530612,0.2121,0.32,0.2631950158692841,15.0,109.0,121.0,élevé,frequent,58483,commercial,4,10,5,4,2,0,0
1982.0,2.0,0.2244897959183673,0.2273,0.3,0.2280474903021041,22.0,47.0,69.0,moyen,occasionnel,92328,residentiel,3,7,73,2,1,1,1
1983.0,2.0,0.2448979591836735,0.2424,0.3,0.333372516750911,18.0,39.0,57.0,élevé,frequent,72337,commercial,3,1,84,6,2,0,0
1984.0,2.0,0.2448979591836735,0.2727,0.25,0.0,8.0,71.0,79.0,faible,occasionnel,53341,commercial,5,7,97,9,0,1,0
1985.0,2.0,0.2857142857142857,0.2879,0.24,0.2631950158692841,14.0,69.0,83.0,élevé,frequent,82541,residentiel,5,6,61,9,2,0,1
1986.0,1.0,0.3061224489795918,0.303,0.22,0.2631950158692841,15.0,65.0,80.0,moyen,occasionnel,48186,commercial,1,9,32,5,1,1,0
1987.0,1.0,0.3061224489795918,0.303,0.24,0.333372516750911,19.0,53.0,80.0,moyen,frequent,64858,commercial,1,1,36,7,1,0,0
1988.0,1.0,0.326530612244898,0.3182,0.23,0.2631950158692841,15.0,117.0,132.0,moyen,frequent,33833,commercial,2,8,64,5,1,0,0
1989.0,1.0,0.326530612244898,0.303,0.23,0.3508875044081345,25.0,227.0,252.0,moyen,frequent,58339,residentiel,3,2,11,2,1,0,1
1990.0,1.0,0.3061224489795918,0.303,0.21,0.333372516750911,21.0,220.0,241.0,moyen,occasionnel,58970,residentiel,4,8,51,1,1,1,1
1991.0,1.0,0.2857142857142857,0.303,0.22,0.1578699894204772,17.0,156.0,173.0,élevé,occasionnel,50109,residentiel,2,6,29,9,2,1,1
1992.0,1.0,0.3061224489795918,0.3333,0.22,0.1228400141060303,5.0,107.0,112.0,moyen,occasionnel,60624,residentiel,1,1,65,8,1,1,1
1993.0,1.0,0.3061224489795918,0.3333,0.21,0.1578699894204772,6.0,55.0,61.0,élevé,frequent,34295,residentiel,2,1,91,8,2,0,1
1994.0,1.0,0.2857142857142857,0.2879,0.22,0.2631950158692841,0.0,40.0,40.0,moyen,occasionnel,28978,commercial,5,9,32,3,1,1,0
1995.0,1.0,0.2653061224489796,0.2576,0.22,0.3508875044081345,0.0,18.0,19.0,moyen,occasionnel,63364,residentiel,3,1,69,7,1,1,1
1996.0,1.0,0.2448979591836735,0.2273,0.28,0.3860350299753144,1.0,15.0,16.0,faible,occasionnel,23203,commercial,5,8,89,2,0,1,0
1997.0,1.0,0.2244897959183673,0.2121,0.32,0.3508875044081345,0.0,4.0,4.0,élevé,frequent,75757,commercial,4,2,61,2,2,0,0
1998.0,1.0,0.2244897959183673,0.2121,0.32,0.3508875044081345,0.0,3.0,3.0,élevé,occasionnel,62614,commercial,2,6,14,2,2,1,0
1999.0,1.0,0.2244897959183673,0.2121,0.32,0.3508875044081345,2.0,1.0,3.0,élevé,occasionnel,88961,residentiel,2,3,55,6,2,1,1
2000.0,1.0,0.1836734693877551,0.2121,0.44,0.1930175149876572,1.0,1.0,2.0,faible,frequent,24289,residentiel,2,4,7,4,0,0,1
2001.0,1.0,0.2040816326530612,0.2121,0.37,0.298224991183731,0.0,8.0,8.0,faible,occasionnel,82111,commercial,4,5,2,10,0,1,0
2002.0,1.0,0.2040816326530612,0.2121,0.41,0.3508875044081345,4.0,46.0,50.0,faible,occasionnel,61009,residentiel,2,2,33,3,0,1,1
2003.0,1.0,0.2040816326530612,0.197,0.41,0.4210650052897614,5.0,128.0,133.0,moyen,frequent,53666,residentiel,5,8,80,5,1,0,1
2004.0,1.0,0.2244897959183673,0.2121,0.35,0.4210650052897614,19.0,268.0,287.0,faible,frequent,30050,residentiel,5,1,55,9,0,0,1
2005.0,1.0,0.2653061224489796,0.2576,0.28,0.4562125308569413,16.0,156.0,172.0,élevé,frequent,62850,residentiel,3,8,65,9,2,0,1
2006.0,1.0,0.2857142857142857,0.2727,0.24,0.3508875044081345,13.0,46.0,59.0,faible,occasionnel,99206,residentiel,5,1,65,2,0,1,1
2007.0,2.0,0.326530612244898,0.303,0.25,0.4562125308569413,18.0,63.0,81.0,faible,occasionnel,99406,commercial,4,3,56,4,0,1,0
2008.0,1.0,0.326530612244898,0.3333,0.25,0.1930175149876572,29.0,77.0,106.0,élevé,occasionnel,82399,commercial,1,5,39,7,2,1,0
2009.0,1.0,0.326530612244898,0.3333,0.25,0.3508875044081345,24.0,80.0,106.0,élevé,occasionnel,89543,residentiel,2,10,53,9,2,1,1
2010.0,1.0,0.3469387755102041,0.3333,0.25,0.298224991183731,20.0,66.0,86.0,faible,frequent,45651,commercial,2,6,56,9,0,0,0
2011.0,1.0,0.3673469387755101,0.3939,0.25,0.2631950158692841,22.0,65.0,87.0,élevé,frequent,43244,commercial,5,9,11,6,2,0,0
2012.0,1.0,0.3673469387755101,0.3939,0.22,0.1930175149876572,12.0,124.0,136.0,moyen,occasionnel,54452,commercial,5,5,93,6,1,1,0
2013.0,1.0,0.3877551020408163,0.4091,0.2,0.1578699894204772,34.0,265.0,299.0,élevé,occasionnel,39428,residentiel,2,5,77,2,2,1,1
2014.0,1.0,0.3469387755102041,0.3636,0.21,0.1053250264488068,42.0,252.0,294.0,élevé,frequent,78908,residentiel,1,4,56,3,2,0,1
2015.0,1.0,0.3469387755102041,0.3333,0.23,0.2280474903021041,20.0,170.0,190.0,élevé,occasionnel,41734,residentiel,1,6,75,2,2,1,1
2016.0,1.0,0.3469387755102041,0.3636,0.21,0.1053250264488068,13.0,119.0,132.0,faible,occasionnel,38063,residentiel,4,10,20,5,0,1,1
2017.0,1.0,0.326530612244898,0.3636,0.42,0.0,8.0,75.0,83.0,moyen,occasionnel,42197,commercial,2,3,61,10,1,1,0
2018.0,1.0,0.326530612244898,0.3636,0.49,0.0,6.0,49.0,55.0,élevé,occasionnel,70851,residentiel,5,2,21,3,2,1,1
2019.0,2.0,0.3061224489795918,0.3333,0.57,0.1228400141060303,8.0,27.0,35.0,moyen,frequent,82051,commercial,1,10,95,9,1,0,0
